room_id,day,shift,global_shift,total_room_workload,max_skill_required
r05,4,early,12,11,2
r05,4,late,13,9,1
r05,4,night,14,7,1
r05,5,early,15,7,2
r05,5,late,16,7,2
r05,5,night,17,6,1
r05,6,early,18,10,2
r05,6,late,19,7,2
r05,6,night,20,6,1
r05,7,early,21,6,1
r05,7,late,22,9,2
r05,7,night,23,6,0
r05,8,early,24,8,2
r05,8,late,25,9,2
r05,8,night,26,5,1
r05,9,early,27,11,2
r05,9,late,28,10,1
r05,9,night,29,6,1
r05,10,early,30,8,2
r05,10,late,31,7,1
r05,10,night,32,8,1
r05,11,early,33,8,2
r05,11,late,34,7,1
r05,11,night,35,5,1
r05,12,early,36,6,2
r05,12,late,37,5,2
r05,12,night,38,4,1
r05,13,early,39,9,1
r05,13,late,40,9,2
r05,13,night,41,5,1
r05,14,early,42,7,2
r05,14,late,43,7,2
r05,14,night,44,5,1
r05,15,early,45,9,2
r05,15,late,46,8,2
r05,15,night,47,7,1
r05,16,early,48,7,1
r05,16,late,49,5,1
r05,16,night,50,5,1
r05,17,early,51,9,2
r05,17,late,52,10,1
r05,17,night,53,6,1
r05,18,early,54,9,1
r05,18,late,55,8,2
r05,18,night,56,6,1
r05,19,early,57,8,2
r05,19,late,58,9,2
r05,19,night,59,5,1
r05,20,early,60,7,2
r05,20,late,61,6,1
r05,20,night,62,4,1
r05,21,early,63,9,2
r05,21,late,64,8,2
r05,21,night,65,6,1
r05,22,early,66,9,2
r05,22,late,67,8,2
r05,22,night,68,6,1
r05,23,early,69,9,1
r05,23,late,70,5,2
r05,23,night,71,6,1
r05,24,early,72,3,1
r05,24,late,73,5,2
r05,24,night,74,3,1
r05,25,early,75,2,0
r05,25,late,76,1,1
r05,25,night,77,1,1
r05,26,early,78,3,1
r05,26,late,79,3,2
r05,26,night,80,1,0
r06,0,early,0,3,1
r06,0,late,1,2,0
r06,0,night,2,1,0
r06,1,early,3,7,0
r06,1,late,4,6,1
r06,1,night,5,3,0
r06,2,early,6,7,2
r06,2,late,7,7,2
r06,2,night,8,4,1
r06,3,early,9,8,2
r06,3,late,10,5,2
r06,3,night,11,4,1
r06,4,early,12,7,2
r06,4,late,13,9,2
r06,4,night,14,3,1
r06,5,early,15,7,2
r06,5,late,16,7,2
r06,5,night,17,6,1
r06,6,early,18,8,1
r06,6,late,19,8,2
r06,6,night,20,4,1
r06,7,early,21,5,2
r06,7,late,22,6,2
r06,7,night,23,6,1
r06,8,early,24,6,2
r06,8,late,25,8,2
r06,8,night,26,6,0
r06,9,early,27,7,1
r06,9,late,28,5,2
r06,9,night,29,3,1
r06,10,early,30,8,2
r06,10,late,31,5,1
r06,10,night,32,5,1
r06,11,early,33,7,2
r06,11,late,34,6,2
r06,11,night,35,5,1
r06,12,early,36,7,2
r06,12,late,37,6,1
r06,12,night,38,4,1
r06,13,early,39,7,2
r06,13,late,40,8,1
r06,13,night,41,4,1
r06,14,early,42,8,2
r06,14,late,43,6,1
r06,14,night,44,3,1
r06,15,early,45,6,2
r06,15,late,46,8,2
r06,15,night,47,4,0
r06,16,early,48,6,2
r06,16,late,49,7,2
r06,16,night,50,5,1
r06,17,early,51,9,1
r06,17,late,52,6,2
r06,17,night,53,4,1
r06,18,early,54,7,1
r06,18,late,55,7,2
r06,18,night,56,4,0
r06,19,early,57,6,2
r06,19,late,58,7,1
r06,19,night,59,5,1
r06,20,early,60,8,2
r06,20,late,61,5,2
r06,20,night,62,4,0
r06,21,early,63,8,2
r06,21,late,64,3,2
r06,21,night,65,5,1
r06,22,early,66,6,2
r06,22,late,67,7,1
r06,22,night,68,5,1
r06,23,early,69,6,2
r06,23,late,70,7,2
r06,23,night,71,5,1
r06,24,early,72,6,1
r06,24,late,73,8,2
r06,24,night,74,5,1
r06,25,early,75,3,2
r06,25,late,76,2,2
r06,25,night,77,1,1
r07,0,early,0,7,2
r07,0,late,1,7,2
r07,0,night,2,5,1
r07,1,early,3,9,2
r07,1,late,4,6,2
r07,1,night,5,4,1
r07,2,early,6,8,2
r07,2,late,7,7,2
r07,2,night,8,7,0
r07,3,early,9,8,2
r07,3,late,10,8,2
r07,3,night,11,5,1
r07,4,early,12,9,2
r07,4,late,13,7,2
r07,4,night,14,4,1
r07,5,early,15,7,2
r07,5,late,16,8,2
r07,5,night,17,6,1
r07,6,early,18,8,2
r07,6,late,19,6,1
r07,6,night,20,8,1
r07,7,early,21,9,2
r07,7,late,22,9,2
r07,7,night,23,6,0
r07,8,early,24,10,2
r07,8,late,25,10,2
r07,8,night,26,6,1
r07,9,early,27,8,2
r07,9,late,28,9,2
r07,9,night,29,7,1
r07,10,early,30,10,2
r07,10,late,31,8,2
r07,10,night,32,6,1
r07,11,early,33,9,2
r07,11,late,34,10,2
r07,11,night,35,4,0
r07,12,early,36,11,2
r07,12,late,37,9,2
r07,12,night,38,6,1
r07,13,early,39,11,2
r07,13,late,40,9,1
r07,13,night,41,7,1
r07,14,early,42,10,2
r07,14,late,43,9,1
r07,14,night,44,6,0
r07,15,early,45,6,2
r07,15,late,46,7,2
r07,15,night,47,7,1
r07,16,early,48,9,0
r07,16,late,49,9,2
r07,16,night,50,7,1
r07,17,early,51,8,2
r07,17,late,52,5,2
r07,17,night,53,5,1
r07,18,early,54,6,1
r07,18,late,55,5,1
r07,18,night,56,5,1
r07,19,early,57,8,2
r07,19,late,58,8,2
r07,19,night,59,5,1
r07,20,early,60,9,2
r07,20,late,61,8,2
r07,20,night,62,7,1
r07,21,early,63,9,2
r07,21,late,64,9,2
r07,21,night,65,7,0
r07,22,early,66,9,1
r07,22,late,67,9,1
r07,22,night,68,8,1
r07,23,early,69,7,2
r07,23,late,70,10,2
r07,23,night,71,7,0
r07,24,early,72,6,0
r07,24,late,73,5,2
r07,24,night,74,3,1
r07,25,early,75,6,2
r07,25,late,76,5,1
r07,25,night,77,2,0
r07,26,early,78,3,0
r07,26,late,79,2,1
r07,26,night,80,2,1
r07,27,early,81,3,2
r07,27,late,82,2,1
r07,27,night,83,2,0
r08,0,early,0,2,0
r08,0,late,1,2,2
r08,0,night,2,1,1
r08,1,early,3,10,2
r08,1,late,4,11,2
r08,1,night,5,7,0
r08,2,early,6,11,2
r08,2,late,7,9,2
r08,2,night,8,6,1
r08,3,early,9,9,2
r08,3,late,10,7,2
r08,3,night,11,4,1
r08,4,early,12,9,1
r08,4,late,13,9,1
r08,4,night,14,5,0
r08,5,early,15,8,2
r08,5,late,16,9,2
r08,5,night,17,6,0
r08,6,early,18,8,2
r08,6,late,19,5,2
r08,6,night,20,5,1
r08,7,early,21,8,2
r08,7,late,22,9,2
r08,7,night,23,8,0
r08,8,early,24,10,2
r08,8,late,25,8,2
r08,8,night,26,7,1
r08,9,early,27,9,2
r08,9,late,28,7,2
r08,9,night,29,6,1
r08,10,early,30,7,2
r08,10,late,31,8,2
r08,10,night,32,7,1
r08,11,early,33,9,1
r08,11,late,34,9,2
r08,11,night,35,5,1
r08,12,early,36,9,2
r08,12,late,37,10,2
r08,12,night,38,7,1
r08,13,early,39,9,2
r08,13,late,40,9,2
r08,13,night,41,5,1
r08,14,early,42,10,2
r08,14,late,43,8,2
r08,14,night,44,6,1
r08,15,early,45,10,2
r08,15,late,46,9,2
r08,15,night,47,6,1
r08,16,early,48,8,2
r08,16,late,49,11,2
r08,16,night,50,5,1
r08,17,early,51,9,2
r08,17,late,52,9,2
r08,17,night,53,4,1
r08,18,early,54,9,2
r08,18,late,55,7,2
r08,18,night,56,7,1
r08,19,early,57,7,2
r08,19,late,58,7,2
r08,19,night,59,6,0
r08,20,early,60,5,1
r08,20,late,61,7,2
r08,20,night,62,4,1
r08,21,early,63,9,2
r08,21,late,64,9,2
r08,21,night,65,7,1
r08,22,early,66,8,1
r08,22,late,67,11,1
r08,22,night,68,7,1
r08,23,early,69,7,2
r08,23,late,70,7,2
r08,23,night,71,4,1
r08,24,early,72,7,1
r08,24,late,73,5,2
r08,24,night,74,5,0
r08,25,early,75,5,2
r08,25,late,76,3,2
r08,25,night,77,4,0
r08,26,early,78,1,1
r08,26,late,79,2,0
r08,26,night,80,1,1
r09,0,early,0,3,2
r09,0,late,1,3,0
r09,0,night,2,1,1
r09,1,early,3,3,1
r09,1,late,4,1,0
r09,1,night,5,1,0
r09,2,early,6,9,2
r09,2,late,7,8,2
r09,2,night,8,7,0
r09,3,early,9,10,2
r09,3,late,10,10,2
r09,3,night,11,5,1
r09,4,early,12,8,2
r09,4,late,13,9,1
r09,4,night,14,6,1
r09,5,early,15,8,2
r09,5,late,16,12,2
r09,5,night,17,7,1
r09,6,early,18,11,2
r09,6,late,19,8,1
r09,6,night,20,7,0
r09,7,early,21,9,2
r09,7,late,22,7,2
r09,7,night,23,4,1
r09,8,early,24,10,2
r09,8,late,25,9,2
r09,8,night,26,5,1
r09,9,early,27,10,1
r09,9,late,28,7,2
r09,9,night,29,8,1
r09,10,early,30,11,2
r09,10,late,31,10,2
r09,10,night,32,6,1
r09,11,early,33,8,1
r09,11,late,34,9,2
r09,11,night,35,5,0
r09,12,early,36,6,2
r09,12,late,37,4,1
r09,12,night,38,3,1
r09,13,early,39,8,2
r09,13,late,40,9,2
r09,13,night,41,6,1
r09,14,early,42,6,1
r09,14,late,43,5,2
r09,14,night,44,3,1
r09,15,early,45,9,2
r09,15,late,46,8,2
r09,15,night,47,6,1
r09,16,early,48,9,2
r09,16,late,49,10,2
r09,16,night,50,5,1
r09,17,early,51,7,2
r09,17,late,52,7,2
r09,17,night,53,6,1
r09,18,early,54,10,2
r09,18,late,55,11,2
r09,18,night,56,6,1
r09,19,early,57,11,2
r09,19,late,58,11,2
r09,19,night,59,5,1
r09,20,early,60,9,1
r09,20,late,61,8,0
r09,20,night,62,5,1
r09,21,early,63,9,2
r09,21,late,64,9,2
r09,21,night,65,5,1
r09,22,early,66,5,2
r09,22,late,67,7,1
r09,22,night,68,6,1
r09,23,early,69,10,1
r09,23,late,70,9,2
r09,23,night,71,6,1
r09,24,early,72,5,2
r09,24,late,73,4,1
r09,24,night,74,3,0
r09,25,early,75,3,2
r09,25,late,76,3,2
r09,25,night,77,1,1
r09,26,early,78,2,1
r09,26,late,79,3,2
r09,26,night,80,2,1
r10,0,early,0,5,2
r10,0,late,1,5,1
r10,0,night,2,2,0
r10,1,early,3,1,0
r10,1,late,4,1,2
r10,1,night,5,1,0
r10,2,early,6,9,2
r10,2,late,7,8,2
r10,2,night,8,5,0
r10,3,early,9,9,2
r10,3,late,10,10,1
r10,3,night,11,6,1
r10,4,early,12,9,1
r10,4,late,13,8,2
r10,4,night,14,6,1
r10,5,early,15,6,2
r10,5,late,16,7,1
r10,5,night,17,6,1
r10,6,early,18,3,0
r10,6,late,19,2,2
r10,6,night,20,3,1
r10,7,early,21,10,2
r10,7,late,22,11,2
r10,7,night,23,7,1
r10,8,early,24,7,2
r10,8,late,25,9,2
r10,8,night,26,5,1
r10,9,early,27,8,2
r10,9,late,28,6,2
r10,9,night,29,6,1
r10,10,early,30,10,2
r10,10,late,31,10,2
r10,10,night,32,5,1
r10,11,early,33,9,2
r10,11,late,34,11,1
r10,11,night,35,8,1
r10,12,early,36,11,2
r10,12,late,37,8,2
r10,12,night,38,7,1
r10,13,early,39,10,2
r10,13,late,40,12,2
r10,13,night,41,5,1
r10,14,early,42,8,2
r10,14,late,43,7,2
r10,14,night,44,7,1
r10,15,early,45,7,1
r10,15,late,46,6,2
r10,15,night,47,7,0
r10,16,early,48,9,2
r10,16,late,49,7,2
r10,16,night,50,6,1
r10,17,early,51,4,2
r10,17,late,52,5,2
r10,17,night,53,4,1
r10,18,early,54,2,1
r10,18,late,55,1,1
r10,18,night,56,2,1
r10,19,early,57,7,2
r10,19,late,58,7,0
r10,19,night,59,5,1
r10,20,early,60,8,1
r10,20,late,61,6,1
r10,20,night,62,4,0
r10,21,early,63,7,2
r10,21,late,64,8,2
r10,21,night,65,5,0
r10,22,early,66,8,1
r10,22,late,67,10,2
r10,22,night,68,8,1
r10,23,early,69,9,2
r10,23,late,70,8,2
r10,23,night,71,5,1
r10,24,early,72,9,2
r10,24,late,73,10,2
r10,24,night,74,6,1
r10,25,early,75,5,0
r10,25,late,76,4,2
r10,25,night,77,3,1
r10,26,early,78,4,1
r10,26,late,79,4,1
r10,26,night,80,4,0
r11,0,early,0,4,2
r11,0,late,1,6,2
r11,0,night,2,3,1
r11,1,early,3,4,1
r11,1,late,4,4,2
r11,1,night,5,3,0
r11,2,early,6,5,0
r11,2,late,7,5,1
r11,2,night,8,2,0
r11,3,early,9,5,1
r11,3,late,10,5,1
r11,3,night,11,4,0
r11,4,early,12,5,2
r11,4,late,13,5,1
r11,4,night,14,3,0
r11,5,early,15,5,2
r11,5,late,16,3,2
r11,5,night,17,3,1
r11,6,early,18,3,0
r11,6,late,19,1,0
r11,6,night,20,2,0
r11,7,early,21,4,2
r11,7,late,22,4,2
r11,7,night,23,3,1
r11,8,early,24,4,2
r11,8,late,25,5,2
r11,8,night,26,3,1
r11,9,early,27,5,1
r11,9,late,28,6,2
r11,9,night,29,4,0
r11,10,early,30,5,1
r11,10,late,31,5,1
r11,10,night,32,3,1
r11,11,early,33,4,2
r11,11,late,34,5,2
r11,11,night,35,4,1
r11,12,early,36,4,2
r11,12,late,37,6,0
r11,12,night,38,3,0
r11,13,early,39,3,1
r11,13,late,40,3,2
r11,13,night,41,2,0
r11,14,early,42,4,0
r11,14,late,43,5,1
r11,14,night,44,4,0
r11,15,early,45,4,1
r11,15,late,46,3,0
r11,15,night,47,3,1
r11,16,early,48,3,0
r11,16,late,49,3,2
r11,16,night,50,1,1
r11,17,early,51,2,1
r11,17,late,52,3,0
r11,17,night,53,2,0
r11,18,early,54,6,2
r11,18,late,55,4,1
r11,18,night,56,3,1
r11,19,early,57,4,2
r11,19,late,58,4,2
r11,19,night,59,3,0
r11,20,early,60,5,1
r11,20,late,61,4,2
r11,20,night,62,3,1
r11,21,early,63,2,2
r11,21,late,64,2,0
r11,21,night,65,1,1
r11,22,early,66,5,2
r11,22,late,67,4,1
r11,22,night,68,4,1
r11,23,early,69,4,2
r11,23,late,70,6,1
r11,23,night,71,3,1
r11,24,early,72,3,2
r11,24,late,73,3,2
r11,24,night,74,4,1
r11,25,early,75,2,0
r11,25,late,76,2,2
r11,25,night,77,2,1
r11,26,early,78,3,2
r11,26,late,79,1,2
r11,26,night,80,1,0
r11,27,early,81,3,2
r11,27,late,82,1,1
r11,27,night,83,1,0
r12,0,early,0,1,1
r12,0,late,1,3,1
r12,0,night,2,1,0
r12,2,early,6,5,0
r12,2,late,7,4,1
r12,2,night,8,2,0
r12,3,early,9,5,1
r12,3,late,10,5,2
r12,3,night,11,3,1
r12,4,early,12,5,2
r12,4,late,13,4,2
r12,4,night,14,2,0
r12,5,early,15,4,2
r12,5,late,16,4,1
r12,5,night,17,3,0
r12,6,early,18,5,1
r12,6,late,19,2,2
r12,6,night,20,4,0
r12,7,early,21,2,1
r12,7,late,22,5,2
r12,7,night,23,2,0
r12,8,early,24,4,2
r12,8,late,25,5,1
r12,8,night,26,4,0
r12,9,early,27,5,1
r12,9,late,28,3,2
r12,9,night,29,2,0
r12,10,early,30,3,2
r12,10,late,31,5,1
r12,10,night,32,2,1
r12,11,early,33,5,2
r12,11,late,34,5,0
r12,11,night,35,2,1
r12,12,early,36,4,2
r12,12,late,37,5,0
r12,12,night,38,4,1
r12,13,early,39,6,0
r12,13,late,40,5,2
r12,13,night,41,2,1
r12,14,early,42,3,2
r12,14,late,43,4,1
r12,14,night,44,3,1
r12,15,early,45,4,1
r12,15,late,46,5,2
r12,15,night,47,2,1
r12,16,early,48,4,2
r12,16,late,49,4,1
r12,16,night,50,3,0
r12,17,early,51,4,2
r12,17,late,52,5,0
r12,17,night,53,2,1
r12,18,early,54,4,2
r12,18,late,55,4,2
r12,18,night,56,4,0
r12,19,early,57,5,2
r12,19,late,58,4,2
r12,19,night,59,2,1
r12,20,early,60,3,2
r12,20,late,61,5,2
r12,20,night,62,3,0
r12,21,early,63,5,0
r12,21,late,64,5,1
r12,21,night,65,4,0
r12,22,early,66,5,2
r12,22,late,67,4,1
r12,22,night,68,3,0
r12,23,early,69,5,2
r12,23,late,70,5,2
r12,23,night,71,3,1
r12,24,early,72,6,2
r12,24,late,73,3,1
r12,24,night,74,2,1
r12,25,early,75,3,2
r12,25,late,76,6,1
r12,25,night,77,4,0
r12,26,early,78,3,0
r12,26,late,79,2,0
r12,26,night,80,1,0
r13,0,early,0,5,2
r13,0,late,1,4,2
r13,0,night,2,2,0
r13,1,early,3,3,0
r13,1,late,4,2,1
r13,1,night,5,2,1
r13,2,early,6,4,1
r13,2,late,7,5,1
r13,2,night,8,2,0
r13,3,early,9,4,0
r13,3,late,10,3,2
r13,3,night,11,4,1
r13,4,early,12,5,2
