room_id,day,shift,global_shift,total_room_workload,max_skill_required
r02,12,late,37,2,0
r02,12,night,38,2,0
r03,0,early,0,9,2
r03,0,late,1,10,1
r03,0,night,2,4,1
r03,1,early,3,7,2
r03,1,late,4,9,2
r03,1,night,5,6,1
r03,2,early,6,9,2
r03,2,late,7,9,2
r03,2,night,8,6,1
r03,3,early,9,8,2
r03,3,late,10,7,2
r03,3,night,11,6,1
r03,4,early,12,8,2
r03,4,late,13,8,1
r03,4,night,14,6,1
r03,5,early,15,9,2
r03,5,late,16,9,2
r03,5,night,17,6,1
r03,6,early,18,7,2
r03,6,late,19,9,1
r03,6,night,20,5,1
r03,7,early,21,9,1
r03,7,late,22,8,2
r03,7,night,23,6,0
r03,8,early,24,9,2
r03,8,late,25,9,2
r03,8,night,26,5,1
r03,9,early,27,9,2
r03,9,late,28,9,2
r03,9,night,29,5,1
r03,10,early,30,10,2
r03,10,late,31,7,2
r03,10,night,32,6,0
r03,11,early,33,10,2
r03,11,late,34,9,1
r03,11,night,35,7,1
r03,12,early,36,5,1
r03,12,late,37,7,2
r03,12,night,38,5,1
r03,13,early,39,4,2
r03,13,late,40,4,2
r03,13,night,41,3,1
r04,0,early,0,3,2
r04,0,late,1,4,2
r04,0,night,2,2,1
r04,1,early,3,4,2
r04,1,late,4,3,2
r04,1,night,5,2,0
r04,2,early,6,5,0
r04,2,late,7,5,0
r04,2,night,8,2,0
r04,3,early,9,5,2
r04,3,late,10,4,2
r04,3,night,11,4,1
r04,4,early,12,6,2
r04,4,late,13,5,2
r04,4,night,14,2,1
r04,5,early,15,5,1
r04,5,late,16,3,0
r04,5,night,17,3,1
r04,6,early,18,4,1
r04,6,late,19,2,1
r04,6,night,20,4,1
r04,7,early,21,5,2
r04,7,late,22,5,2
r04,7,night,23,3,1
r04,8,early,24,6,1
r04,8,late,25,5,2
r04,8,night,26,3,1
r04,9,early,27,3,2
r04,9,late,28,5,2
r04,9,night,29,3,0
r04,10,early,30,4,2
r04,10,late,31,4,2
r04,10,night,32,3,1
r04,11,early,33,4,1
r04,11,late,34,4,2
r04,11,night,35,3,1
r04,12,early,36,2,0
r04,12,late,37,2,0
r04,12,night,38,2,0
r04,13,early,39,3,1
r04,13,late,40,1,1
r04,13,night,41,1,0
r05,0,early,0,5,1
r05,0,late,1,4,2
r05,0,night,2,2,0
r05,1,early,3,5,1
r05,1,late,4,3,1
r05,1,night,5,3,1
r05,2,early,6,4,0
r05,2,late,7,6,1
r05,2,night,8,2,1
r05,3,early,9,4,2
r05,3,late,10,5,2
r05,3,night,11,3,1
r05,4,early,12,3,1
r05,4,late,13,4,0
r05,4,night,14,3,0
r05,5,early,15,5,2
r05,5,late,16,6,2
r05,5,night,17,3,1
r05,6,early,18,5,2
r05,6,late,19,6,2
r05,6,night,20,2,1
r05,7,early,21,5,1
r05,7,late,22,4,1
r05,7,night,23,2,1
r05,8,early,24,4,2
r05,8,late,25,3,2
r05,8,night,26,3,0
r05,9,early,27,5,0
r05,9,late,28,4,1
r05,9,night,29,2,0
r05,10,early,30,4,2
r05,10,late,31,5,2
r05,10,night,32,3,0
r05,11,early,33,3,2
r05,11,late,34,2,2
r05,11,night,35,1,0
r05,12,early,36,2,2
r05,12,late,37,2,1
r05,12,night,38,2,1
r05,13,early,39,3,0
r05,13,late,40,3,1
r05,13,night,41,2,1
r06,0,early,0,5,2
r06,0,late,1,5,1
r06,0,night,2,2,1
r06,1,early,3,4,2
r06,1,late,4,5,2
r06,1,night,5,3,0
r06,2,early,6,5,2
r06,2,late,7,5,2
r06,2,night,8,3,0
r06,3,early,9,4,2
r06,3,late,10,3,1
r06,3,night,11,3,0
r06,4,early,12,5,2
r06,4,late,13,5,2
r06,4,night,14,2,1
r06,5,early,15,4,1
r06,5,late,16,4,2
r06,5,night,17,2,1
r06,6,early,18,4,2
r06,6,late,19,4,1
r06,6,night,20,4,0
r06,7,early,21,5,1
r06,7,late,22,5,1
r06,7,night,23,3,0
r06,8,early,24,4,0
r06,8,late,25,3,1
r06,8,night,26,4,0
r06,9,early,27,3,2
r06,9,late,28,4,2
r06,9,night,29,2,0
r06,10,early,30,4,2
r06,10,late,31,5,2
r06,10,night,32,3,0
r06,11,early,33,3,0
r06,11,late,34,3,1
r06,11,night,35,2,1
r06,12,early,36,4,1
r06,12,late,37,2,2
r06,12,night,38,4,0
r06,13,early,39,1,0
r06,13,late,40,3,0
r06,13,night,41,1,0
r07,0,early,0,3,2
r07,0,late,1,3,0
r07,0,night,2,2,1
r07,1,early,3,4,2
r07,1,late,4,5,2
r07,1,night,5,2,1
r07,2,early,6,4,2
r07,2,late,7,3,2
r07,2,night,8,3,0
r07,3,early,9,3,1
r07,3,late,10,5,0
r07,3,night,11,4,0
r07,4,early,12,4,2
r07,4,late,13,5,2
r07,4,night,14,2,1
r07,5,early,15,6,2
r07,5,late,16,5,2
r07,5,night,17,4,1
r07,6,early,18,3,0
r07,6,late,19,4,1
r07,6,night,20,4,0
r07,7,early,21,5,2
r07,7,late,22,6,1
r07,7,night,23,4,1
r07,8,early,24,4,2
r07,8,late,25,3,1
r07,8,night,26,2,1
r07,9,early,27,3,1
r07,9,late,28,5,0
r07,9,night,29,3,1
r07,10,early,30,4,1
r07,10,late,31,4,2
r07,10,night,32,2,0
r07,11,early,33,6,2
r07,11,late,34,6,0
r07,11,night,35,2,1
r07,12,early,36,4,1
r07,12,late,37,4,2
r07,12,night,38,2,1
r07,13,early,39,3,1
r07,13,late,40,5,2
r07,13,night,41,4,1
r08,0,early,0,5,0
r08,0,late,1,3,2
r08,0,night,2,2,1
r08,1,early,3,4,1
r08,1,late,4,4,1
r08,1,night,5,2,0
r08,2,early,6,4,2
r08,2,late,7,5,1
r08,2,night,8,3,1
r08,3,early,9,4,1
r08,3,late,10,3,0
r08,3,night,11,3,0
r08,4,early,12,5,1
r08,4,late,13,5,2
r08,4,night,14,3,0
r08,5,early,15,3,2
r08,5,late,16,4,1
r08,5,night,17,2,1
r08,6,early,18,4,2
r08,6,late,19,3,2
r08,6,night,20,3,1
r08,7,early,21,5,1
r08,7,late,22,4,2
r08,7,night,23,4,1
r08,8,early,24,4,0
r08,8,late,25,3,2
r08,8,night,26,4,0
r08,9,early,27,6,2
r08,9,late,28,5,2
r08,9,night,29,2,0
r08,10,early,30,5,1
r08,10,late,31,4,2
r08,10,night,32,3,0
r08,11,early,33,5,0
r08,11,late,34,5,2
r08,11,night,35,3,1
r09,0,early,0,1,1
r09,0,late,1,1,2
r09,0,night,2,1,0
r09,1,early,3,6,2
r09,1,late,4,6,2
r09,1,night,5,4,1
r09,2,early,6,8,2
r09,2,late,7,6,1
r09,2,night,8,4,1
r09,3,early,9,6,2
r09,3,late,10,7,1
r09,3,night,11,4,1
r09,4,early,12,7,2
r09,4,late,13,6,2
r09,4,night,14,3,1
r09,5,early,15,7,2
r09,5,late,16,8,2
r09,5,night,17,5,1
r09,6,early,18,7,2
r09,6,late,19,5,1
r09,6,night,20,6,0
r09,7,early,21,7,2
r09,7,late,22,5,2
r09,7,night,23,6,1
r09,8,early,24,8,2
r09,8,late,25,5,2
r09,8,night,26,6,1
r09,9,early,27,7,2
r09,9,late,28,6,2
r09,9,night,29,4,0
r09,10,early,30,8,1
r09,10,late,31,4,1
r09,10,night,32,3,1
r09,11,early,33,7,2
r09,11,late,34,5,1
r09,11,night,35,3,1
r09,12,early,36,2,0
r09,12,late,37,1,1
r09,12,night,38,1,1
r09,13,early,39,2,0
r09,13,late,40,2,1
r09,13,night,41,1,0
r10,0,early,0,1,0
r10,0,late,1,2,1
r10,0,night,2,1,0
r10,1,early,3,5,1
r10,1,late,4,3,2
r10,1,night,5,3,1
r10,2,early,6,3,2
r10,2,late,7,4,2
r10,2,night,8,3,0
r10,3,early,9,3,2
r10,3,late,10,4,1
r10,3,night,11,2,1
r10,4,early,12,3,2
r10,4,late,13,5,2
r10,4,night,14,3,0
r10,5,early,15,4,1
r10,5,late,16,5,2
r10,5,night,17,3,0
r10,6,early,18,5,1
r10,6,late,19,5,2
r10,6,night,20,2,1
r10,7,early,21,4,0
r10,7,late,22,6,2
r10,7,night,23,4,1
r10,8,early,24,4,2
r10,8,late,25,2,1
r10,8,night,26,2,0
r10,9,early,27,4,2
r10,9,late,28,6,1
r10,9,night,29,4,1
r11,0,early,0,1,1
r11,0,late,1,3,0
r11,0,night,2,1,0
r11,1,early,3,11,2
r11,1,late,4,11,2
r11,1,night,5,7,1
r11,2,early,6,9,1
r11,2,late,7,8,2
r11,2,night,8,4,0
r11,3,early,9,8,2
r11,3,late,10,8,2
r11,3,night,11,5,1
r11,4,early,12,10,2
r11,4,late,13,8,1
r11,4,night,14,5,1
r11,5,early,15,11,2
r11,5,late,16,8,2
r11,5,night,17,6,1
r11,6,early,18,8,2
r11,6,late,19,10,1
r11,6,night,20,5,1
r11,7,early,21,10,2
r11,7,late,22,10,2
r11,7,night,23,8,1
r11,8,early,24,8,2
r11,8,late,25,10,1
r11,8,night,26,8,0
r11,9,early,27,9,2
r11,9,late,28,11,1
r11,9,night,29,7,1
r11,10,early,30,11,1
r11,10,late,31,10,1
r11,10,night,32,7,1
r11,11,early,33,7,2
r11,11,late,34,8,2
r11,11,night,35,6,1
r11,12,early,36,6,2
r11,12,late,37,7,2
r11,12,night,38,5,1
r11,13,early,39,2,2
r11,13,late,40,3,1
r11,13,night,41,2,0
